Site,Type,Treatment,Season,Day,Species
8,Short grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
8,Short grassland,Ungrazed,Wet,389,Paspalum plicatulum
8,Short grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
8,Short grassland,Ungrazed,Wet,389,Cyperus odoratus
8,Short grassland,Grazed,Wet,389,Paspalum almum
8,Short grassland,Grazed,Wet,389,Oxalis sp.
8,Short grassland,Grazed,Wet,389,Fimbristylis dichotoma
8,Short grassland,Grazed,Wet,389,Scutellaria racemosa
8,Short grassland,Grazed,Wet,389,Vernonia nitidula
8,Short grassland,Grazed,Wet,389,Cuphea racemosa
8,Short grassland,Grazed,Wet,389,Verbena litoralis
8,Medium-tall grassland,Ungrazed,Wet,389,Eleocharis viridans
8,Medium-tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
8,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
8,Medium-tall grassland,Ungrazed,Wet,389,Eryngium nudicaule
8,Medium-tall grassland,Ungrazed,Wet,389,Sida rhombifolia
8,Medium-tall grassland,Ungrazed,Wet,389,Galium richardianum
8,Medium-tall grassland,Ungrazed,Wet,389,Oxalis hispidula
8,Medium-tall grassland,Ungrazed,Wet,389,Hyptis mutabilis
8,Medium-tall grassland,Ungrazed,Wet,389,Cyperus virens
8,Medium-tall grassland,Ungrazed,Wet,389,Paspalum almum
8,Medium-tall grassland,Grazed,Wet,389,Sida rhombifolia
8,Medium-tall grassland,Grazed,Wet,389,Scutellaria racemosa
8,Medium-tall grassland,Grazed,Wet,389,Fimbristylis autumnalis
8,Medium-tall grassland,Grazed,Wet,389,Galium richardianum
8,Medium-tall grassland,Grazed,Wet,389,Chromolaena laevigata
8,Medium-tall grassland,Grazed,Wet,389,Kyllinga brevifolia
8,Medium-tall grassland,Grazed,Wet,389,Melochia pyramidata
8,Medium-tall grassland,Grazed,Wet,389,Steinchisma laxum
8,Medium-tall grassland,Grazed,Wet,389,Tripogandra glandulosa
8,Medium-tall grassland,Grazed,Wet,389,Dolichandra cynanchoides
8,Medium-tall grassland,Grazed,Wet,389,Oxalis conorrhiza
8,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
8,Medium-tall grassland,Grazed,Wet,389,Paspalum almum
8,Medium-tall grassland,Grazed,Wet,389,Hypochaeris albiflora
8,Tall grassland,Ungrazed,Wet,389,Dolichandra cynanchoides
8,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
8,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
8,Tall grassland,Grazed,Wet,389,Conyza bonariensis
8,Tall grassland,Grazed,Wet,389,Prosopis affinis
8,Tall grassland,Grazed,Wet,389,Eleocharis viridans
8,Tall grassland,Grazed,Wet,389,Oxalis conorrhiza
8,Tall grassland,Grazed,Wet,389,Paspalum urvillei
8,Tall grassland,Grazed,Wet,389,Galium richardianum
8,Tall grassland,Grazed,Wet,389,Passiflora caerulea
8,Tall grassland,Grazed,Wet,389,Scutellaria racemosa
9,Short grassland,Ungrazed,Wet,389,Schizachyrium microstachyum
9,Short grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
9,Short grassland,Ungrazed,Wet,389,Fimbristylis autumnalis
9,Short grassland,Ungrazed,Wet,389,Oxalis conorrhiza
9,Short grassland,Ungrazed,Wet,389,Scutellaria racemosa
9,Short grassland,Ungrazed,Wet,389,Desmodium incanum
9,Short grassland,Ungrazed,Wet,389,Stemodia stricta
9,Short grassland,Ungrazed,Wet,389,Paspalum almum
9,Short grassland,Grazed,Wet,389,Dolichandra cynanchoides
9,Short grassland,Grazed,Wet,389,Evolvulus sericeus
9,Short grassland,Grazed,Wet,389,Trifolium polymorphum
9,Short grassland,Grazed,Wet,389,Paspalum almum
9,Short grassland,Grazed,Wet,389,Dichondra microcalyx
9,Short grassland,Grazed,Wet,389,Conyza bonariensis
9,Short grassland,Grazed,Wet,389,Zornia diphylla
9,Short grassland,Grazed,Wet,389,Cuphea racemosa
9,Short grassland,Grazed,Wet,389,Sisyrinchium micranthum
9,Short grassland,Grazed,Wet,389,Elephantopus mollis
9,Short grassland,Grazed,Wet,389,Setaria parviflora
9,Medium-tall grassland,Ungrazed,Wet,389,Paspalum urvillei
9,Medium-tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
9,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
9,Medium-tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
9,Medium-tall grassland,Ungrazed,Wet,389,Sida rhombifolia
9,Medium-tall grassland,Ungrazed,Wet,389,Melochia pyramidata
9,Medium-tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
9,Medium-tall grassland,Grazed,Wet,389,Setaria parviflora
9,Medium-tall grassland,Grazed,Wet,389,Trifolium polymorphum
9,Medium-tall grassland,Grazed,Wet,389,Fimbristylis autumnalis
9,Medium-tall grassland,Grazed,Wet,389,Fimbristylis dichotoma
9,Medium-tall grassland,Grazed,Wet,389,Steinchisma laxum
9,Medium-tall grassland,Grazed,Wet,389,Chromolaena laevigata
9,Medium-tall grassland,Grazed,Wet,389,Ophioglossum nudicaule
9,Medium-tall grassland,Grazed,Wet,389,Scutellaria racemosa
9,Medium-tall grassland,Grazed,Wet,389,Eleocharis montana
9,Medium-tall grassland,Grazed,Wet,389,Verbena litoralis
9,Tall grassland,Ungrazed,Wet,389,Mikania cordifolia
9,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
9,Tall grassland,Grazed,Wet,389,Eleocharis viridans
9,Tall grassland,Grazed,Wet,389,Chromolaena laevigata
9,Tall grassland,Grazed,Wet,389,Mikania cordifolia
9,Tall grassland,Grazed,Wet,389,Melochia pyramidata
9,Tall grassland,Grazed,Wet,389,Setaria parviflora
9,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
9,Tall grassland,Grazed,Wet,389,Cuphea racemosa
9,Tall grassland,Grazed,Wet,389,Sida rhombifolia
10,Short grassland,Ungrazed,Wet,389,Cyperus virens
10,Short grassland,Ungrazed,Wet,389,Setaria parviflora
10,Short grassland,Ungrazed,Wet,389,Desmodium incanum
10,Short grassland,Ungrazed,Wet,389,Oxalis hispidula
10,Short grassland,Ungrazed,Wet,389,Scutellaria racemosa
10,Short grassland,Ungrazed,Wet,389,Steinchisma laxum
10,Short grassland,Grazed,Wet,389,Elephantopus mollis
10,Short grassland,Grazed,Wet,389,Scutellaria racemosa
10,Short grassland,Grazed,Wet,389,Trifolium sp.
10,Short grassland,Grazed,Wet,389,Oxalis hispidula
10,Short grassland,Grazed,Wet,389,Neptunia pubescens
10,Short grassland,Grazed,Wet,389,Paspalum almum
10,Short grassland,Grazed,Wet,389,Dichondra microcalyx
10,Short grassland,Grazed,Wet,389,Desmodium incanum
10,Short grassland,Grazed,Wet,389,Fimbristylis dichotoma
10,Short grassland,Grazed,Wet,389,Evolvulus sericeus
10,Short grassland,Grazed,Wet,389,Steinchisma laxum
10,Medium-tall grassland,Ungrazed,Wet,389,Setaria parviflora
10,Medium-tall grassland,Ungrazed,Wet,389,Fimbristylis dichotoma
10,Medium-tall grassland,Ungrazed,Wet,389,Melochia pyramidata
10,Medium-tall grassland,Ungrazed,Wet,389,Chromolaena laevigata
10,Medium-tall grassland,Ungrazed,Wet,389,Cyperus virens
10,Medium-tall grassland,Ungrazed,Wet,389,Galium richardianum
10,Medium-tall grassland,Ungrazed,Wet,389,Verbena litoralis
10,Medium-tall grassland,Ungrazed,Wet,389,Evolvulus sericeus
10,Medium-tall grassland,Ungrazed,Wet,389,Scutellaria racemosa
10,Medium-tall grassland,Ungrazed,Wet,389,Steinchisma laxum
10,Medium-tall grassland,Grazed,Wet,389,Fimbristylis sp.
10,Medium-tall grassland,Grazed,Wet,389,Sida spinosa
10,Medium-tall grassland,Grazed,Wet,389,Cyperus virens
10,Medium-tall grassland,Grazed,Wet,389,Steinchisma laxum
10,Medium-tall grassland,Grazed,Wet,389,Scutellaria racemosa
10,Medium-tall grassland,Grazed,Wet,389,Elephantopus mollis
10,Medium-tall grassland,Grazed,Wet,389,Oxalis hispidula
10,Medium-tall grassland,Grazed,Wet,389,Chromolaena laevigata
10,Medium-tall grassland,Grazed,Wet,389,Trifolium sp.
10,Medium-tall grassland,Grazed,Wet,389,Desmodium incanum
10,Medium-tall grassland,Grazed,Wet,389,Dichondra microcalyx
10,Medium-tall grassland,Grazed,Wet,389,Paspalum almum
10,Tall grassland,Ungrazed,Wet,389,Sorghastrum setosum
10,Tall grassland,Ungrazed,Wet,389,Luziola peruviana
10,Tall grassland,Ungrazed,Wet,389,Polygonum punctatum
10,Tall grassland,Ungrazed,Wet,389,Iresine diffusa
10,Tall grassland,Ungrazed,Wet,389,Eleocharis viridans
10,Tall grassland,Ungrazed,Wet,389,Forsteronia glabrescens
10,Tall grassland,Ungrazed,Wet,389,Vernonia nitidula
10,Tall grassland,Grazed,Wet,389,Mikania cordifolia
10,Tall grassland,Grazed,Wet,389,Sorghastrum setosum
10,Tall grassland,Grazed,Wet,389,Luziola peruviana
10,Tall grassland,Grazed,Wet,389,Scutellaria racemosa
10,Tall grassland,Grazed,Wet,389,Galium richardianum
10,Tall grassland,Grazed,Wet,389,Bowlesia incana
10,Tall grassland,Grazed,Wet,389,Chromolaena laevigata
10,Tall grassland,Grazed,Wet,389,Vernonia nitidula
1,Medium-tall grassland,Ungrazed,Dry,518,Setaria parviflora
1,Medium-tall grassland,Ungrazed,Dry,518,Luziola peruviana
1,Medium-tall grassland,Ungrazed,Dry,518,Steinchisma laxum
1,Medium-tall grassland,Ungrazed,Dry,518,Eragrostis bahiensis
1,Medium-tall grassland,Ungrazed,Dry,518,Paspalum almum
1,Medium-tall grassland,Grazed,Dry,518,Oxalis conorrhiza
1,Medium-tall grassland,Grazed,Dry,518,Eleocharis viridans
1,Medium-tall grassland,Grazed,Dry,518,Paspalum almum
1,Medium-tall grassland,Grazed,Dry,518,Luziola peruviana
1,Medium-tall grassland,Grazed,Dry,518,Polygonum hydropiperoides
1,Tall grassland,Ungrazed,Dry,518,Sorghastrum setosum
1,Tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
1,Tall grassland,Ungrazed,Dry,518,Chascolytrum uniolae
1,Tall grassland,Ungrazed,Dry,518,Desmodium incanum
1,Tall grassland,Grazed,Dry,518,Sorghastrum setosum
1,Tall grassland,Grazed,Dry,518,Eupatorium sp.
1,Tall grassland,Grazed,Dry,518,Oxalis sp.
2,Medium-tall grassland,Ungrazed,Dry,518,Setaria parviflora
2,Medium-tall grassland,Ungrazed,Dry,518,Paspalum almum
2,Medium-tall grassland,Ungrazed,Dry,518,Oxalis hispidula
2,Medium-tall grassland,Grazed,Dry,518,Paspalum almum
2,Medium-tall grassland,Grazed,Dry,518,Micropsis dasycarpa
2,Medium-tall grassland,Grazed,Dry,518,Oxalis hispidula
2,Medium-tall grassland,Grazed,Dry,518,Setaria parviflora
2,Medium-tall grassland,Grazed,Dry,518,Chromolaena laevigata
2,Tall grassland,Ungrazed,Dry,518,Sorghastrum setosum
2,Tall grassland,Ungrazed,Dry,518,Oxalis hispidula
2,Tall grassland,Ungrazed,Dry,518,Adiantopsis chlorophylla
2,Tall grassland,Ungrazed,Dry,518,Andropogon lateralis
2,Tall grassland,Grazed,Dry,518,Sorghastrum setosum
2,Tall grassland,Grazed,Dry,518,Scutellaria racemosa
2,Tall grassland,Grazed,Dry,518,Oxalis sp.
3,Short grassland,Ungrazed,Dry,518,Evolvulus sericeus
3,Short grassland,Ungrazed,Dry,518,Oxalis hispidula
3,Short grassland,Ungrazed,Dry,518,Zornia crinita
3,Short grassland,Ungrazed,Dry,518,Paspalum almum
3,Short grassland,Ungrazed,Dry,518,Melochia pyramidata
3,Short grassland,Ungrazed,Dry,518,Sporobolus indicus
3,Short grassland,Grazed,Dry,518,Turnera sidoides
3,Short grassland,Grazed,Dry,518,Sisyrinchium minus
3,Short grassland,Grazed,Dry,518,Glandularia pulchella
3,Short grassland,Grazed,Dry,518,Micropsis dasycarpa
3,Short grassland,Grazed,Dry,518,Eragrostis bahiensis
3,Short grassland,Grazed,Dry,518,Axonopus fissifolius
3,Short grassland,Grazed,Dry,518,Evolvulus sericeus
3,Short grassland,Grazed,Dry,518,Melochia pyramidata
3,Short grassland,Grazed,Dry,518,Richardia stellaris
3,Short grassland,Grazed,Dry,518,Fimbristylis dichotoma
3,Short grassland,Grazed,Dry,518,Paspalum almum
3,Short grassland,Grazed,Dry,518,Sida spinosa
3,Medium-tall grassland,Ungrazed,Dry,518,Eryngium nudicaule
3,Medium-tall grassland,Ungrazed,Dry,518,Setaria parviflora
3,Medium-tall grassland,Ungrazed,Dry,518,Eragrostis bahiensis
3,Medium-tall grassland,Ungrazed,Dry,518,Turnera sidoides
3,Medium-tall grassland,Ungrazed,Dry,518,Micropsis dasycarpa
3,Medium-tall grassland,Ungrazed,Dry,518,Pterocaulon alopecuroides
3,Medium-tall grassland,Ungrazed,Dry,518,Poa sp.
3,Medium-tall grassland,Grazed,Dry,518,Axonopus fissifolius
3,Medium-tall grassland,Grazed,Dry,518,Eragrostis cilianensis
3,Medium-tall grassland,Grazed,Dry,518,Melochia pyramidata
3,Medium-tall grassland,Grazed,Dry,518,Sida spinosa
3,Medium-tall grassland,Grazed,Dry,518,Zornia crinita
3,Medium-tall grassland,Grazed,Dry,518,Sisyrinchium minus
3,Medium-tall grassland,Grazed,Dry,518,Aristida jubata
3,Medium-tall grassland,Grazed,Dry,518,Stemodia stricta
3,Medium-tall grassland,Grazed,Dry,518,Cyperus odoratus
3,Tall grassland,Ungrazed,Dry,518,Rhynchospora scutellata
3,Tall grassland,Ungrazed,Dry,518,Aristida jubata
3,Tall grassland,Ungrazed,Dry,518,Axonopus fissifolius
3,Tall grassland,Ungrazed,Dry,518,Sisyrinchium minus
3,Tall grassland,Ungrazed,Dry,518,Rottboellia cochinchinensis
3,Tall grassland,Grazed,Dry,518,Rottboellia cochinchinensis
3,Tall grassland,Grazed,Dry,518,Turnera sidoides
3,Tall grassland,Grazed,Dry,518,Senecio grisebachii
3,Tall grassland,Grazed,Dry,518,Rhynchospora scutellata
3,Tall grassland,Grazed,Dry,518,Mimosa balansae
3,Tall grassland,Grazed,Dry,518,Evolvulus sericeus
3,Tall grassland,Grazed,Dry,518,Aristida jubata
3,Tall grassland,Grazed,Dry,518,Setaria parviflora
4,Short grassland,Ungrazed,Dry,518,Cuphea racemosa
4,Short grassland,Ungrazed,Dry,518,Desmodium incanum
4,Short grassland,Ungrazed,Dry,518,Paspalum almum
4,Short grassland,Ungrazed,Dry,518,Solanum commersonii
4,Short grassland,Ungrazed,Dry,518,Scutellaria racemosa
4,Medium-tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
4,Medium-tall grassland,Ungrazed,Dry,518,Galium richardianum
4,Medium-tall grassland,Ungrazed,Dry,518,Mikania periplocifolia
4,Medium-tall grassland,Ungrazed,Dry,518,Deyeuxia viridiflavescens
4,Medium-tall grassland,Grazed,Dry,518,Steinchisma laxum
4,Medium-tall grassland,Grazed,Dry,518,Polygala molluginifolia
4,Medium-tall grassland,Grazed,Dry,518,Eleocharis montana
4,Medium-tall grassland,Grazed,Dry,518,Setaria parviflora
4,Medium-tall grassland,Grazed,Dry,518,Scutellaria racemosa
4,Medium-tall grassland,Grazed,Dry,518,Chascolytrum uniolae
5,Medium-tall grassland,Ungrazed,Dry,518,Chromolaena laevigata
5,Medium-tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
5,Medium-tall grassland,Ungrazed,Dry,518,Dichondra microcalyx
5,Medium-tall grassland,Ungrazed,Dry,518,Rhynchospora scutellata
5,Medium-tall grassland,Ungrazed,Dry,518,Setaria parviflora
5,Medium-tall grassland,Grazed,Dry,518,Sisyrinchium minus
5,Medium-tall grassland,Grazed,Dry,518,Hypochaeris albiflora
5,Medium-tall grassland,Grazed,Dry,518,Sporobolus indicus
5,Medium-tall grassland,Grazed,Dry,518,Polygala molluginifolia
5,Medium-tall grassland,Grazed,Dry,518,Eleocharis viridans
5,Medium-tall grassland,Grazed,Dry,518,Evolvulus sericeus
5,Medium-tall grassland,Grazed,Dry,518,Cuphea glutinosa
5,Medium-tall grassland,Grazed,Dry,518,Axonopus fissifolius
5,Medium-tall grassland,Grazed,Dry,518,Paspalum almum
5,Tall grassland,Ungrazed,Dry,518,Andropogon lateralis
5,Tall grassland,Ungrazed,Dry,518,Chromolaena laevigata
5,Tall grassland,Grazed,Dry,518,Andropogon lateralis
5,Tall grassland,Grazed,Dry,518,Dolichandra cynanchoides
5,Tall grassland,Grazed,Dry,518,Passiflora caerulea
6,Short grassland,Ungrazed,Dry,518,Chascolytrum uniolae
6,Short grassland,Ungrazed,Dry,518,Eleocharis montana
6,Short grassland,Ungrazed,Dry,518,Oxalis sp.
6,Short grassland,Ungrazed,Dry,518,Steinchisma laxum
6,Short grassland,Ungrazed,Dry,518,Pluchea sagittalis
6,Short grassland,Ungrazed,Dry,518,Desmodium incanum
6,Short grassland,Grazed,Dry,518,Gamochaeta americana
6,Short grassland,Grazed,Dry,518,Polygala
6,Short grassland,Grazed,Dry,518,Stemodia stricta
6,Short grassland,Grazed,Dry,518,Dichondra microcalyx
6,Short grassland,Grazed,Dry,518,Evolvulus sericeus
6,Short grassland,Grazed,Dry,518,Cynodon dactylon
6,Short grassland,Grazed,Dry,518,Acicarpha tribuloides
6,Short grassland,Grazed,Dry,518,Cuphea racemosa
6,Short grassland,Grazed,Dry,518,Polygala molluginifolia
6,Short grassland,Grazed,Dry,518,Elephantopus mollis
6,Short grassland,Grazed,Dry,518,Axonopus fissifolius
6,Medium-tall grassland,Ungrazed,Dry,518,Prosopis affinis
6,Medium-tall grassland,Ungrazed,Dry,518,Andropogon lateralis
6,Medium-tall grassland,Ungrazed,Dry,518,Polygala molluginifolia
6,Medium-tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
6,Medium-tall grassland,Ungrazed,Dry,518,Steinchisma laxum
6,Medium-tall grassland,Grazed,Dry,518,Acicarpha tribuloides
6,Medium-tall grassland,Grazed,Dry,518,Chromolaena laevigata
6,Medium-tall grassland,Grazed,Dry,518,Scutellaria racemosa
6,Medium-tall grassland,Grazed,Dry,518,Oxalis sp.
6,Medium-tall grassland,Grazed,Dry,518,Glandularia pulchella
6,Medium-tall grassland,Grazed,Dry,518,Polygala molluginifolia
6,Medium-tall grassland,Grazed,Dry,518,Elephantopus mollis
6,Medium-tall grassland,Grazed,Dry,518,Rhynchospora megapotamica
6,Medium-tall grassland,Grazed,Dry,518,Galium richardianum
6,Medium-tall grassland,Grazed,Dry,518,Dichondra microcalyx
6,Medium-tall grassland,Grazed,Dry,518,Sporobolus indicus
6,Tall grassland,Ungrazed,Dry,518,Sorghastrum setosum
6,Tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
6,Tall grassland,Ungrazed,Dry,518,Dolichandra cynanchoides
6,Tall grassland,Ungrazed,Dry,518,Cuphea racemosa
6,Tall grassland,Ungrazed,Dry,518,Desmodium incanum
6,Tall grassland,Ungrazed,Dry,518,Galium richardianum
6,Tall grassland,Ungrazed,Dry,518,Adiantopsis chlorophylla
6,Tall grassland,Grazed,Dry,518,Chromolaena christieana
6,Tall grassland,Grazed,Dry,518,Oxalis sp.
6,Tall grassland,Grazed,Dry,518,Dolichandra cynanchoides
6,Tall grassland,Grazed,Dry,518,Centella asiatica
6,Tall grassland,Grazed,Dry,518,Sorghastrum setosum
7,Short grassland,Ungrazed,Dry,518,Chascolytrum uniolae
7,Short grassland,Ungrazed,Dry,518,Desmodium incanum
7,Short grassland,Ungrazed,Dry,518,Scutellaria racemosa
7,Short grassland,Ungrazed,Dry,518,Galium richardianum
7,Short grassland,Ungrazed,Dry,518,Eragrostis cilianensis
7,Short grassland,Ungrazed,Dry,518,Evolvulus sericeus
7,Short grassland,Ungrazed,Dry,518,Desmanthus virgatus
7,Short grassland,Ungrazed,Dry,518,Rhynchospora robusta
7,Short grassland,Grazed,Dry,518,Melochia pyramidata
7,Short grassland,Grazed,Dry,518,Sisyrinchium micranthum
7,Short grassland,Grazed,Dry,518,Paspalum almum
7,Short grassland,Grazed,Dry,518,Elephantopus mollis
7,Short grassland,Grazed,Dry,518,Chromolaena laevigata
7,Short grassland,Grazed,Dry,518,Pterocaulon sp.
7,Short grassland,Grazed,Dry,518,Evolvulus sericeus
7,Short grassland,Grazed,Dry,518,Gamochaeta americana
7,Short grassland,Grazed,Dry,518,Desmodium incanum
7,Short grassland,Grazed,Dry,518,Rhynchospora robusta
7,Short grassland,Grazed,Dry,518,Cuphea racemosa
7,Medium-tall grassland,Ungrazed,Dry,518,Chascolytrum uniolae
7,Medium-tall grassland,Ungrazed,Dry,518,Verbena litoralis
7,Medium-tall grassland,Ungrazed,Dry,518,Eleocharis montana
7,Medium-tall grassland,Ungrazed,Dry,518,Cestrum guaraniticum
7,Medium-tall grassland,Ungrazed,Dry,518,Parietaria debilis
7,Medium-tall grassland,Ungrazed,Dry,518,Chromolaena laevigata
7,Medium-tall grassland,Ungrazed,Dry,518,Cuphea racemosa
7,Medium-tall grassland,Grazed,Dry,518,Gamochaeta americana
7,Medium-tall grassland,Grazed,Dry,518,Chascolytrum subaristatum
7,Medium-tall grassland,Grazed,Dry,518,Indigofera asperifolia
7,Medium-tall grassland,Grazed,Dry,518,Elephantopus mollis
7,Medium-tall grassland,Grazed,Dry,518,Desmodium incanum
7,Medium-tall grassland,Grazed,Dry,518,Verbena litoralis
7,Medium-tall grassland,Grazed,Dry,518,Desmanthus virgatus
7,Medium-tall grassland,Grazed,Dry,518,Eleocharis montana
7,Medium-tall grassland,Grazed,Dry,518,Rhynchospora robusta
7,Medium-tall grassland,Grazed,Dry,518,Cyclospermum leptophyllum
7,Medium-tall grassland,Grazed,Dry,518,Pluchea sagittalis
7,Medium-tall grassland,Grazed,Dry,518,Steinchisma laxum
7,Tall grassland,Grazed,Dry,518,Sorghastrum setosum
7,Tall grassland,Grazed,Dry,518,Sida rhombifolia
7,Tall grassland,Grazed,Dry,518,Cuphea racemosa
7,Tall grassland,Grazed,Dry,518,Oxalis conorrhiza
7,Tall grassland,Grazed,Dry,518,Eupatorium sp.
7,Tall grassland,Grazed,Dry,518,Cynodon dactylon
8,Short grassland,Ungrazed,Dry,518,Scutellaria racemosa
8,Short grassland,Ungrazed,Dry,518,Cuphea racemosa
8,Short grassland,Ungrazed,Dry,518,Andropogon lateralis
8,Short grassland,Ungrazed,Dry,518,Chascolytrum uniolae
8,Short grassland,Ungrazed,Dry,518,Melochia pyramidata
8,Short grassland,Ungrazed,Dry,518,Evolvulus sericeus
8,Short grassland,Ungrazed,Dry,518,Trifolium polymorphum
8,Short grassland,Grazed,Dry,518,Stemodia stricta
8,Short grassland,Grazed,Dry,518,Acicarpha tribuloides
8,Short grassland,Grazed,Dry,518,Verbena litoralis
8,Short grassland,Grazed,Dry,518,Scutellaria racemosa
8,Short grassland,Grazed,Dry,518,Sisyrinchium minus
8,Short grassland,Grazed,Dry,518,Steinchisma laxum
8,Short grassland,Grazed,Dry,518,Gamochaeta americana
8,Medium-tall grassland,Ungrazed,Dry,518,Steinchisma laxum
8,Medium-tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
8,Medium-tall grassland,Ungrazed,Dry,518,Prosopis affinis
8,Medium-tall grassland,Ungrazed,Dry,518,Chascolytrum uniolae
8,Medium-tall grassland,Grazed,Dry,518,Dolichandra cynanchoides
8,Medium-tall grassland,Grazed,Dry,518,Sisyrinchium minus
8,Medium-tall grassland,Grazed,Dry,518,Chascolytrum uniolae
8,Medium-tall grassland,Grazed,Dry,518,Galium richardianum
8,Medium-tall grassland,Grazed,Dry,518,Scutellaria racemosa
8,Medium-tall grassland,Grazed,Dry,518,Steinchisma laxum
8,Medium-tall grassland,Grazed,Dry,518,Chromolaena laevigata
8,Medium-tall grassland,Grazed,Dry,518,Isostigma sp.
8,Medium-tall grassland,Grazed,Dry,518,Hypochaeris albiflora
8,Medium-tall grassland,Grazed,Dry,518,Micranthemum umbrosum
8,Medium-tall grassland,Grazed,Dry,518,Tripogandra glandulosa
9,Short grassland,Ungrazed,Dry,518,Piptochaetium montevidense
9,Short grassland,Ungrazed,Dry,518,Schizachyrium microstachyum
9,Short grassland,Ungrazed,Dry,518,Desmodium incanum
9,Short grassland,Ungrazed,Dry,518,Scutellaria racemosa
9,Short grassland,Ungrazed,Dry,518,Oxalis sp.
9,Short grassland,Ungrazed,Dry,518,Trifolium sp.
9,Short grassland,Ungrazed,Dry,518,Galium richardianum
9,Short grassland,Ungrazed,Dry,518,Rhynchospora robusta
9,Short grassland,Grazed,Dry,518,Micropsis dasycarpa
9,Short grassland,Grazed,Dry,518,Eryngium nudicaule
9,Short grassland,Grazed,Dry,518,Paspalum almum
9,Short grassland,Grazed,Dry,518,Sisyrinchium minus
9,Short grassland,Grazed,Dry,518,Gamochaeta americana
9,Short grassland,Grazed,Dry,518,Melochia pyramidata
9,Short grassland,Grazed,Dry,518,Axonopus fissifolius
9,Medium-tall grassland,Ungrazed,Dry,518,Scutellaria racemosa
9,Medium-tall grassland,Ungrazed,Dry,518,Chascolytrum uniolae
9,Medium-tall grassland,Ungrazed,Dry,518,Desmodium incanum
9,Medium-tall grassland,Grazed,Dry,518,Verbena litoralis
9,Medium-tall grassland,Grazed,Dry,518,Trifolium polymorphum
9,Medium-tall grassland,Grazed,Dry,518,Scutellaria racemosa
9,Medium-tall grassland,Grazed,Dry,518,Vicia epetiolaris
9,Medium-tall grassland,Grazed,Dry,518,Nothoscordum gracile
9,Medium-tall grassland,Grazed,Dry,518,Sisyrinchium sp.
9,Medium-tall grassland,Grazed,Dry,518,Galium richardianum
9,Medium-tall grassland,Grazed,Dry,518,Evolvulus sericeus
9,Medium-tall grassland,Grazed,Dry,518,Eleocharis montana
9,Medium-tall grassland,Grazed,Dry,518,Setaria parviflora
9,Tall grassland,Ungrazed,Dry,518,Smilax campestris
9,Tall grassland,Ungrazed,Dry,518,Dolichandra cynanchoides
9,Tall grassland,Ungrazed,Dry,518,Mikania cordifolia
9,Tall grassland,Ungrazed,Dry,518,Passiflora caerulea
9,Tall grassland,Ungrazed,Dry,518,Prosopis affinis
9,Tall grassland,Ungrazed,Dry,518,Sida rhombifolia
9,Tall grassland,Ungrazed,Dry,518,Sorghastrum setosum
9,Tall grassland,Ungrazed,Dry,518,Chromolaena laevigata
9,Tall grassland,Grazed,Dry,518,Desmodium incanum
9,Tall grassland,Grazed,Dry,518,Mikania cordifolia
9,Tall grassland,Grazed,Dry,518,Smilax campestris
9,Tall grassland,Grazed,Dry,518,Chromolaena laevigata
9,Tall grassland,Grazed,Dry,518,Vicia epetiolaris
9,Tall grassland,Grazed,Dry,518,Trifolium polymorphum
9,Tall grassland,Grazed,Dry,518,Cyclospermum leptophyllum
9,Tall grassland,Grazed,Dry,518,Scutellaria racemosa
9,Tall grassland,Grazed,Dry,518,Passiflora caerulea
9,Tall grassland,Grazed,Dry,518,Eleocharis viridans
9,Tall grassland,Grazed,Dry,518,Sorghastrum setosum
10,Short grassland,Ungrazed,Dry,518,Senecio grisebachii
10,Short grassland,Ungrazed,Dry,518,Cyperus virens
10,Short grassland,Ungrazed,Dry,518,Scutellaria racemosa
10,Short grassland,Ungrazed,Dry,518,Setaria parviflora
10,Short grassland,Ungrazed,Dry,518,Cuphea glutinosa
10,Short grassland,Ungrazed,Dry,518,Desmodium incanum
10,Short grassland,Ungrazed,Dry,518,Paspalum almum
10,Short grassland,Grazed,Dry,518,Dichondra microcalyx
10,Short grassland,Grazed,Dry,518,Desmodium incanum
10,Short grassland,Grazed,Dry,518,Elephantopus mollis
10,Short grassland,Grazed,Dry,518,Sisyrinchium micranthum
